Step 8600 | norm: 1.7024 | lr: 0.000206 | loss: 2.0563 | Data dt: 18.65 | Forward dt:  9.72 | Backward dt: 18.71
Step 8700 | norm: 2.6487 | lr: 0.000209 | loss: 2.0841 | Data dt: 16.60 | Forward dt: 12.25 | Backward dt: 18.52
Step 8800 | norm: 3.2460 | lr: 0.000211 | loss: 2.0870 | Data dt: 19.07 | Forward dt:  9.56 | Backward dt: 18.59
Step 8900 | norm: 1.5064 | lr: 0.000214 | loss: 2.0478 | Data dt: 19.13 | Forward dt:  9.53 | Backward dt: 18.16
Step 9000 | norm: 1.9346 | lr: 0.000216 | loss: 2.0723 | Data dt: 19.37 | Forward dt:  9.79 | Backward dt: 18.46
Step 9100 | norm: 1.8899 | lr: 0.000218 | loss: 2.0387 | Data dt: 21.23 | Forward dt:  9.48 | Backward dt: 21.43
Step 9200 | norm: 4.2804 | lr: 0.000221 | loss: 2.0262 | Data dt: 19.53 | Forward dt:  9.30 | Backward dt: 17.58
Step 9300 | norm: 2.1374 | lr: 0.000223 | loss: 2.0495 | Data dt: 19.68 | Forward dt:  8.72 | Backward dt: 17.45
Step 9400 | norm: 2.4916 | lr: 0.000226 | loss: 2.0984 | Data dt: 14.09 | Forward dt: 12.08 | Backward dt: 22.74
Step 9500 | norm: 2.5471 | lr: 0.000228 | loss: 2.0415 | Data dt: 18.98 | Forward dt: 10.20 | Backward dt: 18.68
Step 9600 | norm: 2.3520 | lr: 0.000230 | loss: 2.0351 | Data dt: 19.60 | Forward dt:  9.41 | Backward dt: 17.98
Step 9700 | norm: 4.9542 | lr: 0.000233 | loss: 1.9914 | Data dt: 19.62 | Forward dt:  9.87 | Backward dt: 18.24
Step 9800 | norm: 4.6627 | lr: 0.000235 | loss: 2.0145 | Data dt: 21.02 | Forward dt:  9.19 | Backward dt: 17.74
Step 9900 | norm: 4.3993 | lr: 0.000238 | loss: 2.0082 | Data dt: 19.86 | Forward dt:  9.55 | Backward dt: 18.18
Step 10000 | norm: 2.9192 | lr: 0.000240 | loss: 2.0211 | Data dt: 9759.53 | Forward dt: 12.85 | Backward dt: 22.77
Step 10100 | norm: 2.0868 | lr: 0.000242 | loss: 1.9381 | Data dt: 18.21 | Forward dt:  9.63 | Backward dt: 18.74
Step 10200 | norm: 2.4581 | lr: 0.000245 | loss: 1.9769 | Data dt: 20.14 | Forward dt:  8.72 | Backward dt: 17.99
Step 10300 | norm: 6.4602 | lr: 0.000247 | loss: 1.9673 | Data dt: 19.17 | Forward dt:  9.52 | Backward dt: 18.93
Step 10400 | norm: 3.8456 | lr: 0.000250 | loss: 1.9484 | Data dt: 18.37 | Forward dt:  9.35 | Backward dt: 18.16
Step 10500 | norm: 3.5226 | lr: 0.000252 | loss: 1.9516 | Data dt: 19.12 | Forward dt:  9.75 | Backward dt: 18.55
Step 10600 | norm: 4.3913 | lr: 0.000254 | loss: 1.9747 | Data dt: 19.74 | Forward dt:  9.58 | Backward dt: 18.54
Step 10700 | norm: 3.5275 | lr: 0.000257 | loss: 1.9473 | Data dt: 20.28 | Forward dt:  9.59 | Backward dt: 18.40
Step 10800 | norm: 2.6949 | lr: 0.000259 | loss: 1.8805 | Data dt: 12.92 | Forward dt: 12.04 | Backward dt: 22.81
Step 10900 | norm: 2.3562 | lr: 0.000262 | loss: 1.9410 | Data dt: 16.57 | Forward dt: 12.66 | Backward dt: 18.60
Step 11000 | norm: 4.2744 | lr: 0.000264 | loss: 1.9431 | Data dt: 19.04 | Forward dt:  9.66 | Backward dt: 19.02
Step 11100 | norm: 7.2096 | lr: 0.000266 | loss: 2.0026 | Data dt: 15.22 | Forward dt:  9.02 | Backward dt: 18.42
Step 11200 | norm: 3.7537 | lr: 0.000269 | loss: 1.9588 | Data dt: 18.88 | Forward dt:  9.65 | Backward dt: 17.83
Step 11300 | norm: 4.0415 | lr: 0.000271 | loss: 1.9592 | Data dt: 19.33 | Forward dt:  9.65 | Backward dt: 18.64
Step 11400 | norm: 7.1016 | lr: 0.000274 | loss: 1.9126 | Data dt: 20.10 | Forward dt:  9.53 | Backward dt: 18.02
Step 11500 | norm: 4.7894 | lr: 0.000276 | loss: 1.9343 | Data dt: 18.81 | Forward dt:  9.45 | Backward dt: 18.56
Step 11600 | norm: 2.1741 | lr: 0.000278 | loss: 1.9165 | Data dt: 19.13 | Forward dt:  9.27 | Backward dt: 17.96
Step 11700 | norm: 3.0841 | lr: 0.000281 | loss: 1.9539 | Data dt: 18.29 | Forward dt:  9.07 | Backward dt: 18.39
Step 11800 | norm: 4.0922 | lr: 0.000283 | loss: 1.9436 | Data dt: 18.72 | Forward dt:  9.75 | Backward dt: 18.69
Step 11900 | norm: 1.7291 | lr: 0.000286 | loss: 1.8928 | Data dt: 20.14 | Forward dt:  9.44 | Backward dt: 18.14
Step 12000 | norm: 3.1175 | lr: 0.000288 | loss: 1.8453 | Data dt: 19.98 | Forward dt:  9.73 | Backward dt: 18.58
Step 12100 | norm: 2.8822 | lr: 0.000290 | loss: 1.8698 | Data dt: 12.56 | Forward dt: 12.36 | Backward dt: 23.03
Step 12200 | norm: 2.8361 | lr: 0.000293 | loss: 1.9291 | Data dt: 19.75 | Forward dt:  9.32 | Backward dt: 17.53
Step 12300 | norm: 3.1875 | lr: 0.000295 | loss: 1.8823 | Data dt: 14.73 | Forward dt:  9.65 | Backward dt: 18.55
Step 12400 | norm: 2.5679 | lr: 0.000298 | loss: 1.8662 | Data dt: 18.86 | Forward dt:  9.61 | Backward dt: 18.76
Step 12500 | norm: 3.0506 | lr: 0.000300 | loss: 1.8174 | Data dt: 18.49 | Forward dt: 12.21 | Backward dt: 22.35
Step 12600 | norm: 2.1791 | lr: 0.000302 | loss: 1.8105 | Data dt: 19.31 | Forward dt:  9.48 | Backward dt: 18.47
Step 12700 | norm: 2.5133 | lr: 0.000305 | loss: 1.8120 | Data dt: 20.26 | Forward dt:  9.51 | Backward dt: 18.61
Step 12800 | norm: 2.3371 | lr: 0.000307 | loss: 1.8001 | Data dt: 19.76 | Forward dt:  9.29 | Backward dt: 18.25
Step 12900 | norm: 1.7456 | lr: 0.000310 | loss: 1.8249 | Data dt: 19.05 | Forward dt:  9.46 | Backward dt: 18.69
Step 13000 | norm: 2.7546 | lr: 0.000312 | loss: 1.8098 | Data dt: 20.02 | Forward dt:  9.05 | Backward dt: 18.17
Step 13100 | norm: 1.7560 | lr: 0.000314 | loss: 1.8431 | Data dt: 19.74 | Forward dt:  9.75 | Backward dt: 18.15
Step 13200 | norm: 2.2502 | lr: 0.000317 | loss: 1.7608 | Data dt: 12.77 | Forward dt: 12.13 | Backward dt: 22.44
Step 13300 | norm: 3.5233 | lr: 0.000319 | loss: 1.8339 | Data dt: 20.76 | Forward dt:  9.26 | Backward dt: 17.96
Step 13400 | norm: 2.7064 | lr: 0.000322 | loss: 1.8228 | Data dt: 20.36 | Forward dt:  9.44 | Backward dt: 18.89
Step 13500 | norm: 2.1909 | lr: 0.000324 | loss: 1.7110 | Data dt: 20.70 | Forward dt: 10.45 | Backward dt: 17.96
Step 13600 | norm: 2.2399 | lr: 0.000326 | loss: 1.8506 | Data dt: 19.22 | Forward dt:  9.10 | Backward dt: 18.16
Step 13700 | norm: 2.3687 | lr: 0.000329 | loss: 1.7599 | Data dt: 20.39 | Forward dt:  9.33 | Backward dt: 17.44
Step 13800 | norm: 1.5933 | lr: 0.000331 | loss: 1.7676 | Data dt: 19.87 | Forward dt:  9.34 | Backward dt: 17.90
Step 13900 | norm: 1.5926 | lr: 0.000334 | loss: 1.7268 | Data dt: 19.79 | Forward dt:  9.06 | Backward dt: 17.21
Step 14000 | norm: 1.9850 | lr: 0.000336 | loss: 1.7055 | Data dt: 20.20 | Forward dt:  9.47 | Backward dt: 17.99
Step 14100 | norm: 1.5128 | lr: 0.000338 | loss: 1.6745 | Data dt: 19.54 | Forward dt:  9.36 | Backward dt: 18.41
Step 14200 | norm: 2.2808 | lr: 0.000341 | loss: 1.7447 | Data dt: 20.76 | Forward dt:  9.28 | Backward dt: 18.24
Step 14300 | norm: 1.7120 | lr: 0.000343 | loss: 1.6739 | Data dt: 19.81 | Forward dt:  9.50 | Backward dt: 18.19
Step 14400 | norm: 2.4761 | lr: 0.000346 | loss: 1.6739 | Data dt: 18.64 | Forward dt:  9.38 | Backward dt: 18.47
Step 14500 | norm: 1.4994 | lr: 0.000348 | loss: 1.6411 | Data dt: 19.46 | Forward dt:  9.15 | Backward dt: 21.70
Step 14600 | norm: 2.1433 | lr: 0.000350 | loss: 1.6436 | Data dt: 19.75 | Forward dt:  9.21 | Backward dt: 17.38
Step 14700 | norm: 2.3291 | lr: 0.000353 | loss: 1.7064 | Data dt: 20.41 | Forward dt:  9.35 | Backward dt: 18.10
Step 14800 | norm: 1.6235 | lr: 0.000355 | loss: 1.7248 | Data dt: 20.02 | Forward dt:  9.44 | Backward dt: 18.60
Step 14900 | norm: 1.2905 | lr: 0.000358 | loss: 1.6544 | Data dt: 19.17 | Forward dt:  9.52 | Backward dt: 18.46
Step 15000 | norm: 1.7430 | lr: 0.000360 | loss: 1.6662 | Data dt: 20.23 | Forward dt:  9.29 | Backward dt: 18.18
Step 15100 | norm: 1.1641 | lr: 0.000362 | loss: 1.7464 | Data dt: 20.03 | Forward dt:  9.39 | Backward dt: 17.90
Step 15200 | norm: 1.8275 | lr: 0.000365 | loss: 1.7384 | Data dt: 20.92 | Forward dt:  9.89 | Backward dt: 17.75
Step 15300 | norm: 2.0036 | lr: 0.000367 | loss: 1.7426 | Data dt: 22.14 | Forward dt: 10.09 | Backward dt: 18.12
Step 15400 | norm: 1.1497 | lr: 0.000370 | loss: 1.5928 | Data dt: 20.20 | Forward dt:  9.16 | Backward dt: 17.52
Step 15500 | norm: 1.4037 | lr: 0.000372 | loss: 1.6270 | Data dt: 19.65 | Forward dt:  9.53 | Backward dt: 18.39
Step 15600 | norm: 1.0455 | lr: 0.000374 | loss: 1.6074 | Data dt: 19.27 | Forward dt:  9.30 | Backward dt: 17.77
Step 15700 | norm: 1.1967 | lr: 0.000377 | loss: 1.7298 | Data dt: 20.10 | Forward dt: 12.14 | Backward dt: 18.75
Step 15800 | norm: 1.5142 | lr: 0.000379 | loss: 1.6287 | Data dt: 20.25 | Forward dt:  9.42 | Backward dt: 17.55
Step 15900 | norm: 1.2026 | lr: 0.000382 | loss: 1.6563 | Data dt: 17.68 | Forward dt: 11.79 | Backward dt: 17.77
Step 16000 | norm: 1.5773 | lr: 0.000384 | loss: 1.6426 | Data dt: 17.85 | Forward dt:  9.20 | Backward dt: 18.66
Step 16100 | norm: 0.9688 | lr: 0.000386 | loss: 1.6667 | Data dt: 20.02 | Forward dt:  9.53 | Backward dt: 18.11
Step 16200 | norm: 1.3451 | lr: 0.000389 | loss: 1.5945 | Data dt: 20.54 | Forward dt:  9.04 | Backward dt: 17.40
Step 16300 | norm: 1.2801 | lr: 0.000391 | loss: 1.6292 | Data dt: 20.96 | Forward dt:  9.21 | Backward dt: 17.73
Step 16400 | norm: 1.7514 | lr: 0.000394 | loss: 1.6160 | Data dt: 19.98 | Forward dt:  9.15 | Backward dt: 17.68
Step 16500 | norm: 1.2735 | lr: 0.000396 | loss: 1.6721 | Data dt: 19.87 | Forward dt:  9.42 | Backward dt: 18.03
